"Source:","/Users/chrisarcadia/Dropbox (Brown)/Ventilator/repositories/pufferfish-electronics/designs/Pufferfish-Controller-1/Pufferfish-Controller-1.sch"
"Date:","Thursday, July 02, 2020 at 11:10:22 AM"
"Tool:","Eeschema (5.1.5-0-10_14)"
"Component Count:","559"
"Ref","Value","Part","Footprint","Description","Vendor","Manufacturer","Datasheet","Tolerance","Resistance","Capacitance","Pressure"
"R414","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R415","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R416","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R417","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R418","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R419","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R420","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R421","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R422","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R423","SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Pufferfish:SHORT_SMD_0805","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R424","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R425","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R426","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R427","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R428","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R429","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R430","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R431","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R432","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R433","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R434","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R435","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"SENSOR1","MAXTEC_Max-12c","Pufferfish:MAXTEC_Max-12c","Pufferfish:TERMINAL_PIN_3_2.54mm","Jumper, 3-pole, both open","","","~","","","",""
