"Source:","/Users/chrisarcadia/Dropbox (Brown)/Ventilator/repositories/pufferfish-electronics/designs/Pufferfish-Controller-1/Pufferfish-Controller-1.sch"
"Date:","Thursday, July 02, 2020 at 11:10:22 AM"
"Tool:","Eeschema (5.1.5-0-10_14)"
"Component Count:","559"
"Ref","Value","Part","Footprint","Description","Vendor","Manufacturer","Datasheet","Tolerance","Resistance","Capacitance","Pressure"
"R119","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R120","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R121","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R122","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R123","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R124","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R125","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R126","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R127","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R128","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R129","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R130","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R131","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R132","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R133","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R134","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R135","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R136","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R137","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R138","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R139","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R140","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R141","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R142","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R143","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R144","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R145","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R146","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R147","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R148","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R149","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R150","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R151","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R152","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R153","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R154","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R155","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R156","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R157","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R158","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R159","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R160","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R161","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R162","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R163","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R164","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R165","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R166","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R167","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R168","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R169","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R170","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R171","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R172","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R173","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R174","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R175","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R176","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R177","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R178","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R179","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R180","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R181","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R182","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R183","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R184","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R185","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R186","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R187","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R188","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R189","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R190","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R191","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R192","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R193","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R194","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R195","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R196","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R197","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R198","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R199","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R200","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R201","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R202","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R203","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R204","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R205","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R206","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R207","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R208","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R209","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R210","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R211","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R212","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R213","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R214","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R215","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R216","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R217","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R218","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R219","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R220","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R221","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R222","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R223","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R224","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R225","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R226","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R227","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R228","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R229","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R230","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R231","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R232","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R233","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R234","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R235","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R236","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R237","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","10kΩ","",""
"R238","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R239","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R240","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R241","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R242","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R243","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R244","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R245","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R246","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R247","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R248","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R249","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R250","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R251","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R252","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R253","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R254","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R255","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R256","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R257","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","DNP","",""
"R258","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R259","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R260","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R261","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R262","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R263","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R264","SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Pufferfish:SHORT_SMD_0603","Shorting resistor, small US symbol, 0603, SMD, SMT","","","~","?%","0Ω","",""
"R265","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
"R266","RES_SMD_0603","Pufferfish:RES_SMD_0603","Pufferfish:RES_SMD_0603","Resistor, small US symbol, 0603, SMD, SMT","","","~","?%","1kΩ","",""
